"","colors","POS","CIGAR","TLEN"
"34607",99,4120654,"4S71M",156
"34608",99,4120640,"4S71M",210
"34609",163,4120585,"20S55M",426
"34610",99,4120826,"4S71M",256
"34611",99,4120929,"30S45M",193
"34612",99,4120960,"4S71M",413
"34613",163,4121100,"9S66M",309
"34614",163,4121141,"11S64M",291
"34615",163,4121216,"14S61M",285
"34616",163,4121324,"7S68M",181
"34617",163,4121223,"7S68M",319
"34618",99,4121321,"4S71M",300
"34619",99,4121501,"2S73M",162
"34620",163,4121332,"29S46M",428
"34621",99,4121621,"32S43M",162
"34622",163,4121643,"25S50M",168
"34623",99,4121566,"4S71M",327
"34624",163,4121697,"1S74M",206
"34625",99,4121713,"31S44M",202
"34626",163,4121932,"3S72M",204
"34627",163,4121935,"8S67M",212
"34628",163,4121882,"4S71M",391
"34629",163,4122256,"2S73M",232
"34630",99,4122327,"32S43M",163
"34631",99,4122377,"32S43M",191
"34632",163,4122405,"40S35M",190
"34633",163,4122362,"4S71M",293
"34634",163,4122701,"8S67M",165
"34635",99,4122800,"4S71M",167
"34636",99,4122902,"32S43M",195
"34637",163,4122958,"7S68M",206
"34638",163,4123267,"4S71M",202
"34639",99,4123352,"4S71M",150
"34640",163,4123290,"2S73M",250
"34641",163,4123124,"49S26M",420
"34642",99,4123488,"32S43M",140
"34643",163,4123538,"7S68M",161
"34644",163,4123914,"6S69M",286
"34645",99,4124119,"21S54M",192
"34646",99,4124126,"8S67M",245
"34647",163,4124193,"51S24M",243
"34648",99,4124326,"4S71M",209
"34649",99,4124371,"21S54M",169
"34650",99,4124293,"32S43M",270
"34651",163,4124525,"8S67M",169
"34652",163,4124591,"9S66M",163
"34653",163,4124585,"6S69M",192
"34654",163,4124450,"1S74M",365
"34655",99,4124702,"6S69M",206
"34656",163,4124562,"41S34M",428
"34657",163,4124621,"11S64M",428
"34658",163,4124804,"30S45M",339
"34659",163,4124953,"12S63M",222
"34660",99,4125170,"32S43M",153
"34661",163,4125089,"9S66M",281
"34662",163,4125135,"15S60M",254
"34663",163,4125176,"3S72M",395
"34664",99,4125621,"4S71M",206
"34665",99,4125699,"32S43M",243
"34666",99,4125939,"4S71M",188
"34667",163,4125968,"3S72M",200
"34668",99,4126128,"32S43M",188
"34669",99,4126183,"42S33M",165
"34670",163,4126223,"7S68M",174
"34671",99,4126687,"4S71M",174
"34672",163,4126703,"8S67M",173
"34673",163,4126606,"3S72M",351
"34674",163,4126737,"2S73M",321
"34675",163,4126903,"7S68M",244
"34676",99,4127445,"8S67M",221
"34677",99,4127597,"31S44M",165
"34678",163,4127592,"17S58M",182
"34679",163,4127376,"20S55M",428
"34680",99,4128510,"8S67M",174
"34681",99,4128736,"4S71M",171
"34682",163,4128637,"3S72M",272
"34683",163,4129084,"1S74M",300
"34684",99,4129058,"31S44M",352
"34685",99,4129671,"4S71M",230
"34686",163,4129521,"29S46M",428
"34687",163,4130110,"6S69M",151
"34688",163,4130341,"33S42M",145
"34689",163,4130281,"19S56M",220
"34690",99,4130398,"4S71M",177
"34691",99,4130418,"4S71M",261
"34692",163,4130613,"1S74M",405
"34693",163,4130860,"22S53M",195
"34694",163,4131019,"23S52M",346
"34695",99,4131202,"4S71M",264
"34696",99,4131282,"32S43M",222
"34697",163,4131145,"1S74M",375
"34698",99,4131894,"31S44M",157
"34699",163,4131789,"3S72M",292
"34700",163,4131950,"5S70M",214
"34701",99,4132023,"4S71M",161
"34702",99,4132036,"4S71M",230
"34703",163,4132044,"6S69M",193
"34704",163,4132084,"1S74M",201
"34705",99,4132059,"32S43M",245
"34706",163,4132112,"45S30M",422
"34707",163,4132115,"46S29M",428
"34708",163,4132227,"19S56M",428
"34709",163,4133017,"1S74M",300
"34710",163,4133058,"2S73M",384
"34711",163,4133250,"41S34M",248
"34712",163,4133470,"15S60M",153
"34713",163,4133437,"7S68M",192
"34714",163,4133529,"1S74M",195
"34715",163,4133738,"8S67M",298
"34716",163,4133876,"25S50M",210
"34717",163,4133998,"4S71M",229
"34718",163,4134438,"31S44M",295
"34719",163,4134679,"23S52M",204
"34720",99,4134677,"32S43M",215
"34721",163,4134569,"2S73M",358
"34722",99,4134844,"32S43M",200
"34723",99,4134935,"4S71M",206
"34724",99,4134993,"32S43M",188
"34725",99,4134918,"32S43M",272
"34726",99,4135137,"4S71M",247
"34727",163,4135321,"8S67M",217
"34728",163,4135181,"6S69M",372
"34729",99,4135444,"4S71M",183
"34730",99,4135973,"32S43M",163
"34731",99,4136388,"32S43M",145
"34732",163,4136549,"1S74M",172
"34733",163,4136590,"11S64M",176
"34734",99,4136656,"32S43M",170
"34735",163,4136657,"1S74M",205
"34736",99,4137347,"4S71M",191
"34737",163,4137348,"1S74M",214
"34738",163,4137478,"2S73M",395
"34739",99,4138030,"31S44M",176
"34740",163,4137810,"12S63M",406
"34741",163,4138769,"29S46M",173
"34742",99,4138555,"4S71M",391
"34743",163,4138779,"5S70M",187
"34744",163,4138815,"22S53M",161
"34745",163,4138878,"39S36M",428
"34746",163,4139129,"2S73M",248
"34747",99,4139163,"32S43M",272
"34748",99,4139335,"32S43M",182
"34749",163,4139447,"3S72M",274
"34750",163,4139462,"3S72M",336
"34751",163,4139582,"12S63M",234
"34752",163,4139840,"3S72M",161
"34753",163,4139992,"31S44M",125
"34754",163,4139749,"55S20M",420
"34755",163,4140005,"3S72M",249
"34756",163,4140243,"5S70M",237
"34757",163,4140433,"46S29M",219
"34758",163,4140324,"4S71M",349
"34759",163,4141003,"1S74M",221
"34760",163,4140939,"3S72M",286
"34761",163,4141230,"8S67M",162
"34762",163,4141239,"4S71M",160
"34763",163,4141454,"4S71M",185
"34764",99,4141392,"4S71M",340
"34765",163,4141828,"3S72M",264
"34766",163,4141978,"2S73M",213
"34767",163,4141975,"11S64M",428
"34768",163,4142311,"17S58M",157
"34769",99,4142517,"32S43M",130
"34770",163,4142584,"4S71M",277
"34771",163,4142657,"1S74M",315
"34772",99,4142868,"4S71M",197
"34773",163,4142692,"36S39M",428
"34774",163,4142907,"1S74M",274
"34775",163,4142845,"35S40M",428
"34776",99,4143297,"32S43M",212
"34777",163,4143171,"1S74M",428
"34778",163,4143395,"14S61M",369
"34779",99,4143515,"21S54M",264
"34780",163,4143648,"2S73M",180
"34781",99,4143697,"9S66M",163
"34782",163,4143712,"13S62M",184
"34783",163,4143626,"7S68M",297
"34784",163,4143867,"10S65M",176
"34785",163,4144102,"8S67M",284
"34786",99,4144353,"7S68M",288
"34787",99,4144731,"40S35M",154
"34788",99,4144864,"32S43M",205
"34789",163,4145024,"14S61M",369
"34790",99,4145204,"4S71M",233
"34791",163,4145441,"2S73M",152
"34792",163,4145475,"4S71M",211
"34793",163,4145330,"4S71M",373
"34794",163,4145545,"33S42M",345
"34795",163,4145682,"3S72M",205
"34796",99,4143683,"49S26M",103
"34797",163,4145836,"7S68M",399
"34798",163,4146360,"8S67M",145
"34799",99,4146441,"4S71M",238
"34800",99,4146483,"3S72M",248
"34801",99,4146829,"31S44M",226
"34802",163,4146827,"3S72M",279
"34803",99,4147036,"33S42M",138
"34804",163,4146949,"1S7M1D67M",250
"34805",99,4147181,"8S67M",173
"34806",163,4146933,"50S25M",425
"34807",163,4147148,"4S71M",205
"34808",163,4147160,"5S70M",267
"34809",163,4147076,"18S57M",428
"34810",163,4147415,"2S73M",228
"34811",99,4147518,"44S31M",229
"34812",99,4147641,"32S43M",223
"34813",99,4147893,"1S74M",177
"34814",99,4147883,"4S53M1D18M",265
"34815",99,4148008,"4S71M",186
"34816",163,4148072,"2S73M",355
"34817",163,4148195,"3S72M",306
"34818",163,4148177,"7S68M",428
"34819",163,4148322,"3S72M",314
"34820",99,4148540,"32S43M",264
"34821",163,4148577,"2S73M",254
"34822",163,4148747,"8S67M",246
"34823",163,4148760,"2S73M",277
"34824",163,4148893,"45S30M",203
"34825",163,4149346,"2S73M",401
"34826",163,4149548,"11S64M",243
"34827",99,4149538,"30S45M",257
"34828",99,4149550,"31S44M",257
"34829",99,4149649,"32S43M",163
"34830",99,4149724,"8S67M",183
"34831",163,4149782,"9S66M",245
"34832",163,4149757,"37S38M",428
"34833",163,4150068,"1S74M",169
"34834",163,4150047,"2S73M",247
"34835",99,4150023,"4S71M",369
"34836",163,4150734,"3S72M",185
"34837",163,4151146,"8S67M",190
"34838",163,4151352,"2S73M",295
"34839",163,4151513,"4S71M",151
"34840",163,4151601,"6S69M",255
"34841",163,4151637,"6S69M",219
"34842",99,4151729,"32S43M",192
"34843",163,4151658,"1S74M",391
"34844",163,4151891,"7S68M",167
"34845",163,4151946,"7S68M",184
"34846",163,4152080,"8S67M",147
"34847",99,4152144,"32S43M",161
"34848",99,4152181,"4S71M",161
"34849",163,4152017,"5S70M",365
"34850",163,4152031,"29S46M",428
"34851",163,4152237,"34S41M",428
"34852",163,4152608,"2S73M",293
"34853",163,4152659,"4S71M",311
"34854",99,4152857,"32S43M",204
"34855",163,4152721,"2S73M",333
"34856",163,4153127,"7S68M",172
"34857",99,4153110,"32S43M",217
"34858",163,4153164,"18S57M",153
"34859",163,4152947,"6S69M",411
"34860",99,4153201,"32S43M",160
"34861",99,4153161,"4S71M",220
"34862",163,4153292,"22S53M",138
"34863",99,4153149,"4S71M",287
"34864",163,4153531,"26S49M",177
"34865",163,4153756,"26S49M",127
"34866",99,4153709,"32S43M",191
"34867",99,4153770,"4S71M",180
"34868",99,4153931,"32S43M",181
"34869",99,4154059,"9S66M",142
"34870",163,4154549,"24S51M",238
"34871",163,4154570,"8S67M",230
"34872",163,4154628,"4S71M",296
"34873",99,4154730,"4S71M",239
"34874",163,4154695,"22S53M",287
"34875",99,4154838,"32S43M",227
"34876",163,4154834,"14S61M",346
"34877",163,4154979,"4S71M",263
"34878",163,4155084,"4S71M",275
"34879",99,4155264,"32S43M",140
"34880",163,4155181,"8S67M",240
"34881",99,4155275,"4S71M",173
"34882",163,4155071,"38S37M",426
"34883",163,4155127,"2S73M",377
"34884",163,4155275,"2S73M",242
"34885",163,4155261,"18S57M",403
"34886",163,4155543,"27S48M",167
"34887",99,4155562,"30S45M",164
"34888",163,4155434,"6S69M",428
"34889",99,4156064,"32S43M",169
"34890",163,4155950,"6S69M",335
"34891",163,4156154,"2S73M",292
"34892",163,4156042,"39S36M",428
"34893",163,4156435,"32S43M",428
"34894",99,4156723,"47S28M",226
"34895",99,4156797,"4S71M",221
"34896",163,4156621,"1S74M",421
"34897",99,4156885,"4S71M",263
"34898",163,4157069,"20S55M",428
"34899",163,4157262,"4S71M",284
"34900",99,4157861,"27S48M",170
"34901",163,4158127,"31S44M",282
"34902",99,4158216,"4S71M",198
"34903",163,4158230,"11S64M",428
"34904",163,4158449,"2S73M",246
"34905",99,4158532,"32S43M",189
"34906",163,4158539,"11S64M",249
"34907",99,4158553,"4S71M",279
"34908",163,4159135,"3S72M",205
"34909",163,4159201,"14S61M",186
"34910",99,4159216,"4S71M",193
"34911",99,4159355,"32S43M",173
"34912",163,4159549,"1S74M",164
"34913",163,4159761,"8S67M",198
"34914",163,4159821,"4S71M",198
"34915",99,4159902,"51S24M",136
"34916",163,4159844,"33S42M",266
"34917",99,4160034,"4S71M",217
"34918",163,4160222,"1S74M",203
"34919",99,4160186,"4S71M",343
"34920",163,4160325,"5S70M",337
"34921",163,4160601,"14S61M",419
"34922",163,4160907,"9S66M",180
"34923",163,4160992,"8S67M",257
"34924",99,4161484,"32S43M",195
"34925",99,4161581,"32S43M",141
"34926",99,4161543,"32S43M",270
"34927",163,4161676,"38S37M",203
"34928",99,4161794,"12S63M",148
"34929",163,4161720,"7S68M",279
"34930",163,4161749,"16S59M",296
"34931",163,4162058,"24S51M",130
"34932",163,4162117,"31S44M",124
"34933",163,4162191,"8S67M",156
"34934",99,4162184,"31S44M",179
"34935",163,4162209,"6S69M",180
"34936",163,4162374,"25S50M",294
"34937",163,4162400,"4S71M",347
"34938",99,4162539,"32S43M",223
"34939",99,4162724,"4S71M",163
"34940",163,4162967,"24S51M",158
"34941",163,4163177,"14S61M",201
"34942",163,4163281,"4S71M",247
"34943",163,4163296,"6S69M",316
"34944",99,4163449,"4S71M",309
"34945",163,4163694,"3S72M",197
"34946",163,4163699,"4S71M",192
"34947",163,4163934,"15S60M",158
"34948",163,4163914,"2S73M",421
"34949",99,4164774,"32S43M",216
"34950",99,4164814,"4S71M",232
"34951",163,4165602,"11S64M",239
"34952",163,4165497,"33S42M",424
"34953",99,4165964,"32S43M",171
"34954",99,4166031,"4S71M",169
"34955",163,4166084,"5S70M",166
"34956",163,4166039,"3S72M",284
"34957",163,4165973,"3S72M",386
"34958",163,4166282,"39S36M",422
"34959",163,4166569,"31S44M",260
"34960",99,4166753,"1S74M",224
"34961",163,4166891,"1S74M",164
"34962",99,4167228,"32S43M",176
"34963",163,4167341,"5S22M1I47M",203
"34964",99,4167353,"9S66M",196
"34965",163,4167458,"53S22M",138
"34966",163,4167379,"2S73M",309
"34967",163,4167559,"23S52M",174
"34968",163,4167580,"25S50M",176
"34969",163,4167453,"2S73M",328
"34970",99,4167781,"40S35M",214
"34971",99,4168058,"10S65M",148
"34972",163,4168123,"38S37M",175
"34973",163,4168040,"5S70M",394
"34974",99,4168368,"1S74M",150
"34975",163,4168504,"8S67M",163
"34976",163,4168542,"8S67M",186
"34977",163,4168498,"1S74M",424
"34978",163,4168850,"3S72M",356
"34979",163,4168851,"1S74M",367
"34980",99,4169151,"32S43M",185
"34981",99,4169179,"32S43M",188
"34982",163,4169262,"2S73M",194
"34983",163,4169134,"8S67M",341
"34984",99,4169293,"4S71M",286
"34985",163,4169440,"17S58M",424
"34986",99,4169748,"4S71M",157
"34987",163,4169802,"11S64M",289
"34988",99,4169904,"32S43M",242
"34989",163,4169803,"7S68M",367
"34990",99,4170198,"30S45M",190
"34991",163,4170092,"23S52M",297
"34992",163,4170158,"1S74M",276
"34993",163,4170692,"38S37M",136
"34994",163,4170475,"3S72M",358
"34995",99,4170693,"42S33M",143
"34996",163,4170664,"2S73M",377
"34997",99,4170921,"7S68M",170
"34998",99,4170746,"4S71M",389
"34999",163,4170753,"11S64M",424
"35000",99,4171110,"4S71M",153
"35001",163,4171040,"20S55M",421
"35002",163,4171250,"28S47M",201
"35003",163,4171247,"1S74M",230
"35004",99,4171254,"12S63M",230
"35005",99,4171344,"32S43M",200
"35006",163,4171196,"7S68M",401
"35007",163,4171377,"24S51M",421
"35008",163,4171934,"3S72M",244
"35009",99,4172038,"22S53M",157
"35010",163,4171876,"24S51M",340
"35011",163,4172028,"1S74M",292
"35012",163,4172401,"3S72M",297
"35013",99,4172626,"32S43M",187
"35014",99,4172759,"32S43M",256
"35015",163,4172868,"9S66M",174
"35016",99,4173186,"4S71M",200
"35017",163,4173128,"3S72M",340
"35018",163,4173575,"4S71M",251
"35019",163,4173465,"29S46M",385
"35020",99,4173657,"4S71M",218
"35021",163,4174512,"3S72M",195
"35022",163,4174496,"1S74M",248
"35023",163,4174340,"13S62M",424
"35024",163,4174671,"36S39M",134
"35025",99,4174478,"4S71M",339
"35026",99,4174965,"2S73M",252
"35027",163,4175101,"55S20M",186
"35028",163,4175263,"39S36M",202
"35029",163,4175242,"2S73M",242
"35030",163,4175089,"4S71M",410
"35031",163,4175744,"32S43M",198
"35032",99,4175763,"4S71M",276
"35033",163,4175652,"3S72M",397
"35034",163,4175813,"6S69M",254
"35035",99,4175949,"4S71M",217
"35036",163,4175834,"9S66M",348
"35037",163,4175805,"10S65M",424
"35038",163,4176167,"33S42M",179
"35039",163,4176114,"4S71M",263
"35040",163,4176111,"13S62M",302
"35041",163,4176266,"8S67M",187
"35042",163,4176341,"21S54M",137
"35043",163,4176243,"1S74M",323
"35044",99,4176428,"4S71M",153
"35045",99,4176415,"4S71M",287
"35046",163,4176464,"7S68M",240
"35047",163,4176535,"12S63M",184
"35048",163,4176517,"2S73M",291
"35049",163,4177103,"4S71M",153
"35050",99,4177275,"4S71M",165
"35051",99,4177305,"32S43M",251
"35052",163,4177397,"4S71M",162
"35053",163,4177579,"29S46M",271
"35054",163,4177931,"12S63M",202
"35055",163,4177768,"8S67M",398
"35056",99,4178029,"4S71M",201
"35057",163,4178541,"45S30M",424
"35058",163,4178784,"33S42M",187
"35059",163,4178745,"13S62M",267
"35060",163,4178941,"25S50M",131
"35061",163,4178987,"5S70M",183
"35062",163,4179165,"4S71M",218
"35063",99,4179192,"32S43M",217
"35064",163,4179200,"8S67M",213
"35065",99,4179214,"4S71M",251
"35066",99,4179762,"4S71M",261
"35067",99,4179934,"32S43M",157
"35068",163,4179821,"8S67M",366
"35069",163,4180099,"3S72M",166
"35070",163,4180130,"12S63M",182
"35071",99,4180509,"32S43M",336
"35072",163,4180483,"1S74M",416
"35073",99,4180674,"8S67M",317
"35074",163,4180766,"3S72M",251
"35075",99,4181325,"32S43M",153
"35076",163,4181113,"5S70M",356
"35077",163,4181126,"1S74M",412
"35078",163,4181380,"13S62M",167
"35079",163,4181239,"10S65M",293
"35080",163,4181299,"13S62M",424
"35081",163,4181737,"15S60M",155
"35082",163,4181784,"3S72M",335
"35083",163,4181778,"1S74M",351
"35084",163,4182034,"2S73M",297
"35085",163,4182420,"9S66M",231
"35086",163,4182545,"27S48M",171
"35087",163,4182601,"4S71M",364
"35088",163,4182602,"10S65M",424
"35089",163,4182829,"4S71M",203
"35090",99,4182891,"32S43M",172
"35091",163,4183068,"7S68M",143
"35092",163,4182914,"2S73M",373
"35093",163,4183050,"7S68M",264
"35094",163,4183403,"35S40M",259
"35095",163,4183543,"50S25M",178
"35096",163,4183550,"4S71M",206
"35097",163,4183664,"3S72M",246
"35098",163,4183739,"7S68M",281
"35099",163,4183623,"6S69M",432
"35100",99,4184224,"4S71M",185
"35101",163,4184241,"7S68M",213
"35102",163,4184327,"6S69M",214
"35103",163,4184332,"47S28M",432
"35104",163,4184559,"4S71M",277
"35105",99,4184608,"32S43M",258
"35106",99,4184674,"3S72M",207
"35107",163,4184792,"9S66M",146
"35108",163,4184606,"12S63M",358
"35109",163,4184878,"26S49M",164
"35110",99,4184919,"32S43M",181
"35111",163,4184698,"22S53M",432
"35112",163,4184750,"31S44M",432
"35113",163,4184910,"14S61M",403
"35114",163,4185082,"1S74M",432
"35115",99,4185324,"4S71M",239
"35116",163,4185404,"8S67M",177
"35117",163,4185188,"1S74M",402
"35118",163,4185348,"22S53M",328
"35119",163,4185536,"1S74M",215
"35120",163,4185678,"8S67M",151
"35121",163,4185691,"17S58M",239
"35122",163,4185795,"4S71M",268
"35123",163,4185746,"13S62M",421
"35124",163,4185956,"4S71M",264
"35125",163,4186175,"4S71M",169
"35126",99,4186243,"32S43M",189
"35127",163,4186237,"7S68M",198
"35128",99,4186301,"32S43M",218
"35129",163,4186223,"1S74M",349
"35130",163,4186463,"9S66M",203
"35131",163,4186407,"3S72M",278
"35132",99,4186684,"32S43M",202
"35133",163,4186775,"8S67M",146
"35134",163,4186770,"1S74M",290
"35135",163,4186728,"3S72M",346
"35136",163,4186916,"13S62M",171
"35137",163,4186969,"10S65M",212
"35138",163,4186960,"8S67M",336
"35139",163,4187579,"13S62M",201
"35140",163,4187518,"1S74M",326
"35141",99,4187715,"4S71M",277
"35142",163,4187868,"29S46M",179
"35143",163,4187888,"9S66M",163
"35144",163,4187983,"1S74M",192
"35145",163,4188160,"6S69M",229
"35146",163,4188017,"10S65M",380
"35147",163,4188166,"5S70M",255
"35148",163,4188436,"27S48M",156
"35149",163,4188436,"27S48M",156
"35150",163,4188392,"3S72M",311
"35151",163,4188593,"7S68M",188
"35152",163,4188601,"6S69M",296
"35153",163,4188661,"2S73M",207
"35154",163,4188590,"7S68M",332
"35155",99,4188819,"7S68M",199
"35156",163,4189060,"31S44M",169
"35157",163,4188950,"7S68M",273
"35158",163,4189194,"3S72M",211
"35159",163,4189246,"54S21M",174
"35160",163,4189323,"8S67M",157
"35161",163,4189272,"26S49M",271
"35162",163,4189297,"8S67M",250
"35163",99,4189379,"10S65M",169
"35164",163,4189275,"3S72M",386
"35165",99,4189530,"42S33M",164
"35166",163,4189535,"1S74M",204
"35167",99,4189803,"6S69M",152
"35168",163,4189714,"8S67M",280
"35169",99,4189969,"32S43M",165
"35170",163,4190213,"12S63M",432
"35171",163,4190302,"2S73M",317
"35172",99,4190733,"4S71M",227
"35173",163,4190820,"2S73M",202
"35174",163,4190943,"1S74M",170
"35175",99,4191028,"4S71M",214
"35176",99,4191020,"4S71M",261
"35177",99,4191167,"32S43M",164
"35178",163,2059200,"21S54M",199
"35179",163,2059200,"45S30M",172
"35180",163,2059200,"48S27M",205
"35181",163,2040403,"45S30M",141
"35182",99,2111924,"31S44M",287
"35183",163,2040403,"4S71M",256
"35184",163,2040403,"45S30M",281
"35185",163,2059200,"12S63M",253
"35186",163,2059200,"45S30M",148
"35187",99,2059200,"52S23M",221
"35188",99,2059200,"51S24M",179
"35189",163,2059200,"11S64M",207
"35190",163,2059200,"31S44M",267
"35191",99,2043330,"29S46M",169
"35192",99,2040403,"27S48M",337
"35193",163,2098397,"2S73M",195
"35194",99,2108122,"32S43M",185
"35195",163,2040403,"9S66M",344
"35196",163,2040400,"40S35M",112
"35197",163,2075442,"11S64M",291
"35198",99,2059200,"42S33M",128
"35199",163,2063632,"3S72M",306
"35200",99,2040403,"16S59M",151
"35201",163,2040403,"35S40M",372
"35202",99,2103778,"39S36M",314
"35203",99,2059999,"32S43M",216
"35204",99,2087739,"17S58M",196
"35205",99,2059200,"34S41M",169
"35206",163,2059200,"12S63M",209
"35207",163,2040403,"50S25M",213
"35208",163,2040403,"50S25M",142
"35209",99,2059200,"34S41M",119
"35210",163,2040403,"28S47M",210
"35211",99,2059200,"43S32M",263
"35212",163,2093364,"1S74M",240
"35213",99,2087739,"47S28M",153
"35214",163,2040403,"53S22M",119
"35215",99,2106798,"30S45M",255
"35216",163,2059200,"19S56M",167
"35217",99,2040403,"47S28M",110
"35218",163,2072236,"15S60M",182
"35219",163,2087739,"8S67M",179
"35220",99,2040403,"49S26M",182
"35221",163,2059200,"18S57M",148
"35222",163,2059200,"17S58M",158
"35223",163,2091926,"2S73M",384
"35224",163,2092461,"5S70M",319
"35225",99,2040403,"41S34M",279
"35226",163,2059200,"36S39M",173
"35227",163,2065269,"4S71M",222
"35228",163,2059200,"51S24M",375
"35229",99,2059200,"28S47M",161
"35230",99,2040403,"49S26M",121
"35231",163,2059200,"30S45M",124
"35232",163,2060323,"2S73M",338
"35233",163,2059200,"39S36M",253
"35234",163,2103539,"11S64M",156
"35235",163,2060989,"27S48M",166
"35236",99,2059200,"41S34M",150
"35237",163,2071562,"12S63M",340
"35238",99,2072304,"45S30M",140
"35239",163,2059200,"27S48M",303
"35240",163,2059200,"42S33M",176
"35241",99,2059200,"10S65M",194
"35242",99,2040403,"5S70M",194
"35243",99,2040403,"8S67M",208
"35244",163,2072392,"12S63M",225
"35245",163,2106567,"34S41M",156
"35246",163,3440401,"27S48M",128
"35247",163,2059200,"17S58M",214
"35248",99,2061004,"32S43M",193
"35249",163,2059200,"7S68M",358
"35250",163,2060783,"1S74M",158
"35251",99,2040403,"24S51M",215
"35252",99,2040403,"14S61M",192
"35253",99,2040403,"51S24M",113
"35254",163,2040403,"37S38M",210
"35255",163,2091939,"31S44M",420
"35256",99,2110626,"32S43M",130
"35257",99,2087739,"6S69M",185
"35258",163,2109505,"1S74M",210
"35259",99,2059200,"43S32M",214
"35260",163,1674880,"4S71M",375
"35261",99,2087739,"25S50M",326
"35262",163,2064997,"3S72M",255
"35263",99,2059200,"55S20M",126
"35264",163,2087739,"15S60M",242
"35265",99,2040403,"18S57M",241
"35266",163,2059200,"11S64M",191
"35267",99,2040403,"48S27M",144
"35268",163,2059200,"41S34M",153
"35269",163,2059200,"7S68M",218
"35270",163,2040403,"50S25M",219
"35271",163,2060118,"1S74M",310
"35272",99,2040403,"29S46M",226
"35273",99,2059200,"49S26M",177
"35274",99,2059200,"50S25M",146
"35275",99,2040403,"55S20M",142
"35276",99,2040403,"55S20M",168
"35277",99,2059200,"54S21M",205
"35278",163,2059200,"40S35M",241
"35279",99,2040403,"13S62M",175
"35280",163,2040403,"9S66M",207
"35281",99,2059200,"43S32M",148
"35282",99,2059200,"35S40M",178
"35283",163,2101762,"9S66M",241
"35284",163,2073725,"3S72M",300
"35285",99,2059200,"27S48M",199
"35286",99,2122886,"10S65M",214
"35287",163,2041489,"1S74M",183
"35288",163,2092504,"15S60M",432
"35289",99,2040403,"51S24M",137
"35290",99,2059200,"11S64M",209
"35291",99,2040403,"22S53M",307
"35292",163,2087739,"23S52M",148
"35293",99,2040403,"53S22M",113
"35294",99,2111664,"32S43M",211
"35295",163,2040403,"50S25M",119
"35296",163,2117549,"33S42M",430
"35297",163,2114407,"51S24M",422
"35298",99,2040403,"21S54M",338
"35299",99,2087739,"26S49M",194
"35300",163,2122878,"2S73M",244
"35301",99,2059200,"5S70M",163
"35302",163,2065438,"4S71M",199
"35303",163,2091927,"3S72M",293
"35304",163,2059200,"11S64M",202
"35305",163,2059200,"13S62M",291
"35306",99,2059200,"7S68M",287
"35307",163,2059200,"39S36M",114
"35308",99,1676836,"32S43M",224
"35309",163,2059200,"35S40M",158
"35310",99,2040400,"27S48M",169
"35311",163,2040403,"20S55M",251
"35312",163,2087739,"18S57M",215
"35313",99,2087739,"15S60M",190
"35314",163,2059200,"26S49M",338
"35315",163,2042527,"3S72M",248
"35316",163,2114739,"23S52M",167
"35317",163,2059200,"13S62M",184
"35318",163,2060520,"1S74M",280
"35319",163,2111111,"30S45M",221
"35320",99,2040403,"19S56M",212
"35321",99,2059200,"20S55M",301
"35322",99,2073862,"23S52M",410
"35323",99,2059200,"23S52M",225
"35324",99,2040403,"5S70M",210
"35325",99,2040400,"52S23M",133
"35326",163,2087739,"2S73M",266
"35327",163,2040403,"10S65M",173
"35328",163,2059200,"28S47M",208
"35329",163,2104827,"3S72M",231
"35330",163,2069976,"3S72M",255
"35331",163,2060256,"1S74M",224
"35332",163,2102543,"4S71M",193
"35333",163,2108098,"6S69M",190
"35334",99,2040403,"11S64M",202
"35335",99,2040403,"47S28M",288
"35336",163,2098837,"1S74M",172
"35337",163,2059200,"45S30M",146
"35338",163,2092458,"3S72M",413
"35339",99,2059200,"51S24M",236
"35340",99,2087739,"30S45M",190
"35341",99,2059200,"21S54M",163
"35342",99,2040403,"24S51M",254
"35343",163,2096037,"2S73M",432
"35344",163,2103218,"15S60M",330
"35345",163,2059200,"32S43M",170
"35346",163,2101758,"12S63M",429
"35347",99,2059200,"5S70M",193
"35348",163,2100449,"1S74M",237
"35349",99,2059200,"8S67M",306
"35350",163,2115260,"10S65M",432
"35351",163,2040403,"37S38M",130
"35352",163,2059200,"32S43M",134
"35353",163,2062839,"10S65M",283
"35354",99,2059200,"32S43M",153
"35355",163,2040403,"6S69M",217
"35356",99,2040403,"25S50M",163
"35357",99,2040403,"17S58M",194
"35358",163,2076016,"3S72M",414
"35359",99,2071514,"32S43M",166
"35360",163,2097743,"1S74M",218
"35361",163,2059200,"48S27M",169
"35362",163,2040403,"35S40M",222
"35363",163,2106787,"4S71M",242
"35364",99,2119754,"13S62M",137
"35365",163,2059200,"46S29M",328
"35366",163,2088260,"17S58M",213
"35367",163,2059439,"2S73M",210
"35368",163,2040403,"17S58M",146
"35369",99,2059200,"14S61M",228
"35370",99,2092779,"32S43M",180
"35371",99,2062005,"32S43M",193
"35372",99,2059200,"34S41M",167
"35373",163,2040403,"14S61M",198
"35374",163,2059200,"54S21M",147
"35375",163,2040403,"26S49M",153
"35376",163,2040403,"50S25M",148
"35377",99,2059200,"25S50M",191
"35378",99,2040403,"20S55M",201
"35379",163,2040403,"54S21M",256
"35380",163,2072047,"8S67M",204
"35381",163,2093185,"1S74M",237
"35382",163,2059200,"42S33M",115
